pubmed_id,year,title,journal,themes,subthemes,publication_types
30355576,2018,"Genetic risk, incident stroke, and the benefits of adhering to a healthy lifestyle: cohort study of 306 473 UK Biobank participants.",BMJ (Clinical research ed.),1;2;14,14.2-stroke-cerebro,Journal Article
30355388,2019,Cigarette smoking and personality: interrogating causality using Mendelian randomisation.,Psychological medicine,2;4;10,,"Journal Article;Research Support, Non-U.S. Gov't"
30355295,2018,Adult height and risk of 50 diseases: a combined epidemiological and genetic analysis.,BMC medicine,1;5;9,,"Journal Article;Research Support, Non-U.S. Gov't"
30352877,2019,Circulating Phylloquinone Concentrations and Risk of Type 2 Diabetes: A Mendelian Randomization Study.,Diabetes,1;2;10,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
30349118,2018,An atlas of genetic associations in UK Biobank.,Nature genetics,2,,"Journal Article;Research Support, Non-U.S. Gov't"
30348997,2018,UK Biobank - a new era in genomic medicine.,Nature reviews. Genetics,2,,Journal Article
30343275,2019,Medical consequences of pathogenic CNVs in adults: analysis of the UK Biobank.,Journal of medical genetics,1,,"Journal Article;Research Support, Non-U.S. Gov't"
30339246,2018,Independent and combined associations of maternal and own smoking with adult lung function and COPD.,International journal of epidemiology,4;13;15,,"Journal Article;Research Support, Non-U.S. Gov't"
30336701,2019,Genome-Wide Association Study Meta-Analysis of the Alcohol Use Disorders Identification Test (AUDIT) in Two Population-Based Cohorts.,The American journal of psychiatry,2;4,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30327483,2018,Phenome-wide association studies across large population cohorts support drug target validation.,Nature communications,2;13,,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't"
30323197,2018,The added value of genetic information in colorectal cancer risk prediction models: development and evaluation in the UK Biobank prospective cohort study.,British journal of cancer,2;3;5,,"Journal Article;Research Support, Non-U.S. Gov't"
30323177,2018,Identifying loci affecting trait variability and detecting interactions in genome-wide association studies.,Nature genetics,2,,"Journal Article;Research Support, Non-U.S. Gov't"
30318101,2018,Are exposures to ready-to-eat food environments associated with type 2 diabetes? A cross-sectional study of 347 551 UK Biobank adult participants.,The Lancet. Planetary health,1;6,,"Journal Article;Research Support, Non-U.S. Gov't"
30309720,2018,Body mass index and mortality in people with and without diabetes: A UK Biobank study.,"Nutrition, metabolism, and cardiovascular diseases : NMCD",1,,"Comparative Study;Journal Article;Observational Study;Research Support, Non-U.S. Gov't"
30309464,2018,"Genomic Risk Prediction of Coronary Artery Disease in 480,000 Adults: Implications for Primary Prevention.",Journal of the American College of Cardiology,1;2;3,,"Journal Article;Research Support, Non-U.S. Gov't"
30306274,2018,Genome-wide association studies for corneal and refractive astigmatism in UK Biobank demonstrate a shared role for myopia susceptibility loci.,Human genetics,2;18,,Journal Article
30305743,2018,The UK Biobank resource with deep phenotyping and genomic data.,Nature,2,,"Journal Article;Research Support, Non-U.S. Gov't"
30305740,2018,Genome-wide association studies of brain imaging phenotypes in UK Biobank.,Nature,2,,"Journal Article;Research Support, Non-U.S. Gov't"
30297966,2018,Functional architecture of low-frequency variants highlights strength of negative selection across coding and non-coding annotations.,Nature genetics,2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30297428,2018,Genetic variation in the SIM1 locus is associated with erectile dysfunction.,Proceedings of the National Academy of Sciences of the United States of America,2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30292817,2019,"Associations of dietary protein intake with bone mineral density: An observational study in 70,215 UK Biobank participants.",Bone,,,"Journal Article;Observational Study;Research Support, Non-U.S. Gov't"
30286397,2019,Phenotypic and genetic relationship between BMI and cigarette smoking in a sample of UK adults.,Addictive behaviors,1;4,,"Journal Article;Research Support, N.I.H., Extramural"
30261039,2018,"Genome-wide meta-analysis of 158,000 individuals of European ancestry identifies three loci associated with chronic back pain.",PLoS genetics,2;4,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
30260755,2018,"Development, Evaluation, and Implementation of a Pan-African Cancer Research Network: Men of African Descent and Carcinoma of the Prostate.",Journal of global oncology,2;5,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30254091,2018,Evaluation of the causal effects between subjective wellbeing and cardiometabolic health: mendelian randomisation study.,BMJ (Clinical research ed.),1;2;4;10,,Journal Article
30243622,2019,Information on Genetic Variants Does Not Increase Identification of Individuals at Risk of Esophageal Adenocarcinoma Compared to Clinical Risk Factors.,Gastroenterology,2,,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't"
30240442,2018,Type 2 diabetes genetic loci informed by multi-trait associations point to disease mechanisms and subtypes: A soft clustering analysis.,PLoS medicine,1;2;3;14,,"Journal Article;Research Support, N.I.H., Extramural"
30235288,2018,Validation of a standardized MRI method for liver fat and T2* quantification.,PloS one,,,"Journal Article;Research Support, Non-U.S. Gov't"
30220432,2018,Genetic Association of Albuminuria with Cardiometabolic Disease and Blood Pressure.,American journal of human genetics,1;2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30218068,2018,Conditional and interaction gene-set analysis reveals novel functional pathways for blood pressure.,Nature communications,1,,"Journal Article;Research Support, Non-U.S. Gov't"
30217194,2018,Automated cardiovascular magnetic resonance image analysis with fully convolutional networks.,Journal of cardiovascular magnetic resonance : official journal of the Society for Cardiovascular Magnetic Resonance,1,,"Journal Article;Research Support, Non-U.S. Gov't;Video-Audio Media"
30212481,2018,"Red cell distribution width and common disease onsets in 240,477 healthy volunteers followed for up to 9 years.",PloS one,1;5;12;13;14,,"Clinical Trial;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't"
30197049,2019,Association of Whole-Genome and NETRIN1 Signaling Pathway-Derived Polygenic Risk Scores for Major Depressive Disorder and White Matter Microstructure in the UK Biobank.,Biological psychiatry. Cognitive neuroscience and neuroimaging,2;4,,"Journal Article;Research Support, Non-U.S. Gov't"
30181606,2019,Mosaic Turner syndrome shows reduced penetrance in an adult population study.,Genetics in medicine : official journal of the American College of Medical Genetics,10;15,,"Journal Article;Research Support, Non-U.S. Gov't"
30181555,2018,"Genetics of self-reported risk-taking behaviour, trans-ethnic consistency and relevance to brain gene expression.",Translational psychiatry,2;4,,"Journal Article;Research Support, Non-U.S. Gov't"
30177863,2018,Genome-wide association analyses identify 39 new susceptibility loci for diverticular disease.,Nature genetics,2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30171033,2018,Can Deep Learning Improve Genomic Prediction of Complex Human Traits?,Genetics,2;3,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30166530,2018,Addendum: Genome-wide association study of depression phenotypes in UK Biobank identifies variants in excitatory synaptic pathways.,Nature communications,2;4,,Journal Article
30166351,2018,Multitrait genome association analysis identifies new susceptibility genes for human anthropometric variation in the GCAT cohort.,Journal of medical genetics,2,,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't"
30165448,2018,PhenoSpD: an integrated toolkit for phenotypic correlation estimation and multiple testing correction using GWAS summary statistics.,GigaScience,2;17,,"Journal Article;Research Support, Non-U.S. Gov't"
30154500,2018,Estimating sleep parameters using an accelerometer without sleep diary.,Scientific reports,7,,"Clinical Trial;Journal Article;Multicenter Study;Research Support, N.I.H., Extramural"
30150289,2018,Accurate Genomic Prediction of Human Height.,Genetics,2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
30124842,2018,Meta-analysis of genome-wide association studies for height and body mass index in ∼700000 individuals of European ancestry.,Human molecular genetics,2,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30120341,2018,Predictors of mosaic chromosome Y loss and associations with mortality in the UK Biobank.,Scientific reports,1,,"Journal Article;Research Support, N.I.H., Intramural;Research Support, Non-U.S. Gov't"
30120083,2018,"Genome-Wide Association Study of Circadian Rhythmicity in 71,500 UK Biobank Participants and Polygenic Association with Mood Instability.",EBioMedicine,2;4;7;13,,Journal Article
30108252,2018,Cross-sectional and longitudinal analyses of outdoor air pollution exposure and cognitive function in UK Biobank.,Scientific reports,11;19,,"Journal Article;Research Support, Non-U.S. Gov't"
30108127,2018,A Large Multiethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.,Genetics,1;2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30107595,2018,The prevalence of co-morbidities and their impact on physical activity in people with inflammatory rheumatic diseases compared with the general population: results from the UK Biobank.,"Rheumatology (Oxford, England)",1;4;7;9;14,,"Journal Article;Research Support, Non-U.S. Gov't"
30104761,2018,Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.,Nature genetics,2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30104759,2018,High-throughput inference of pairwise coalescence times identifies signals of selection and enriched disease heritability.,Nature genetics,2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30103784,2018,Exploring causality in the association between circulating 25-hydroxyvitamin D and colorectal cancer risk: a large Mendelian randomisation study.,BMC medicine,2;5;10,,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't"
30093342,2018,"Resting-State Connectivity and Its Association With Cognitive Performance, Educational Attainment, and Household Income in the UK Biobank.",Biological psychiatry. Cognitive neuroscience and neuroimaging,4;6,,"Journal Article;Research Support, Non-U.S. Gov't"
30091838,2018,European perspectives on big data applied to health: The case of biobanks and human databases.,Developing world bioethics,,,Journal Article
30090940,2018,Association of Interleukin 6 Receptor Variant With Cardiovascular Disease Effects of Interleukin 6 Receptor Blocking Therapy: A Phenome-Wide Association Study.,JAMA cardiology,1;2;3,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
30086135,2018,Age at puberty and risk of asthma: A Mendelian randomisation study.,PLoS medicine,10;13,,"Journal Article;Research Support, Non-U.S. Gov't"
30054594,2018,Genome-wide association study of intraocular pressure uncovers new pathways to glaucoma.,Nature genetics,2;18,,"Journal Article;Research Support, Non-U.S. Gov't"
30052639,2018,Relationships between estimated autozygosity and complex traits in the UK Biobank.,PLoS genetics,2;4,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
30048498,2018,Risk of breast cancer in the UK biobank female cohort and its relationship to anthropometric and reproductive factors.,PloS one,5;15,,"Journal Article;Research Support, Non-U.S. Gov't"
30048462,2018,"Identification of 613 new loci associated with heel bone mineral density and a polygenic risk score for bone mineral density, osteoporosis and fracture.",PloS one,2,,"Journal Article;Research Support, N.I.H., Extramural"
30047479,2018,Association of Polygenic Risk for Attention-Deficit/Hyperactivity Disorder With Co-occurring Traits and Disorders.,Biological psychiatry. Cognitive neuroscience and neuroimaging,2;4,,"Journal Article;Research Support, Non-U.S. Gov't"
30046833,2018,Functional Connectivities in the Brain That Mediate the Association Between Depressive Problems and Sleep Quality.,JAMA psychiatry,4,,"Journal Article;Research Support, Non-U.S. Gov't"
30041671,2018,"Examining the interaction of fast-food outlet exposure and income on diet and obesity: evidence from 51,361 UK Biobank participants.",The international journal of behavioral nutrition and physical activity,1;6,,"Journal Article;Research Support, Non-U.S. Gov't"
30025129,2018,Deep Learning for Predicting Refractive Error From Retinal Fundus Images.,Investigative ophthalmology & visual science,3;18,,"Journal Article;Research Support, Non-U.S. Gov't"
30022313,2018,Genome-Wide Association Studies of Coronary Artery Disease: Recent Progress and Challenges Ahead.,Current atherosclerosis reports,1;2,,Journal Article;Review
30016737,2018,"Integrating genome-wide association study, chromosomal enhancer maps and element-gene interaction networks detected brain regions related associations between elements and ADHD/IQ.",Behavioural brain research,2,,"Journal Article;Research Support, Non-U.S. Gov't"
30012324,2018,Blood CSF1 and CXCL12 as Causal Mediators of Coronary Artery Disease.,Journal of the American College of Cardiology,1;2,,"Journal Article;Research Support, Non-U.S. Gov't"
30012220,2018,"Exome-chip meta-analysis identifies novel loci associated with cardiac conduction, including ADAMTS6.",Genome biology,1;2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
30008090,2018,Is There Causal Relationship of Smoking and Alcohol Consumption with Bone Mineral Density? A Mendelian Randomization Study.,Calcified tissue international,2;4;10,,"Journal Article;Research Support, Non-U.S. Gov't"
30005032,2018,A Common Glaucoma-risk Variant of SIX6 Alters Retinal Nerve Fiber Layer and Optic Disc Measures in a European Population: The EPIC-Norfolk Eye Study.,Journal of glaucoma,18,,"Journal Article;Research Support, Non-U.S. Gov't"
30003307,2018,Genome-wide association study of coronary artery disease among individuals with diabetes: the UK Biobank.,Diabetologia,1;2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29997226,2018,Large-Scale Phenome-Wide Association Study of PCSK9 Variants Demonstrates Protection Against Ischemic Stroke.,Circulation. Genomic and precision medicine,1;2;14,1.4-stroke-cardio;14.2-stroke-cerebro,"Clinical Trial;Journal Article;Multicenter Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29995854,2018,"Insights into clonal haematopoiesis from 8,342 mosaic chromosomal alterations.",Nature,2,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S."
29988085,2019,"Genome-wide meta-analysis of macronutrient intake of 91,114 European ancestry participants from the cohorts for heart and aging research in genomic epidemiology consortium.",Molecular psychiatry,2;11,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29982268,2018,Effects of copper and zinc on ischemic heart disease and myocardial infarction: a Mendelian randomization study.,The American journal of clinical nutrition,1;2;10,,Journal Article
29982196,2018,Towards a demographic risk profile for sedentary behaviours in middle-aged British adults: a cross-sectional population study.,BMJ open,7,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29977057,2018,Age at first birth in women is genetically associated with increased risk of schizophrenia.,Scientific reports,2;4,,"Journal Article;Research Support, Non-U.S. Gov't"
29976226,2018,Mediation analysis to understand genetic relationships between habitual coffee intake and gout.,Arthritis research & therapy,2,,"Journal Article;Research Support, Non-U.S. Gov't"
29971434,2018,Association of Coffee Drinking With Mortality by Genetic Variation in Caffeine Metabolism: Findings From the UK Biobank.,JAMA internal medicine,1,,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't"
29970889,2018,Elucidating the genetic basis of social interaction and isolation.,Nature communications,2;4,,"Journal Article;Research Support, Non-U.S. Gov't"
29970414,2018,"Adiposity-Mortality Relationships in Type 2 Diabetes, Coronary Heart Disease, and Cancer Subgroups in the UK Biobank, and Their Modification by Smoking.",Diabetes care,1;4;5,,"Journal Article;Research Support, Non-U.S. Gov't"
29961893,2018,"Associations of Dietary Protein Intake With Fat-Free Mass and Grip Strength: A Cross-Sectional Study in 146,816 UK Biobank Participants.",American journal of epidemiology,,,"Journal Article;Research Support, Non-U.S. Gov't"
29959136,2018,Bioimpedance and New-Onset Heart Failure: A Longitudinal Study of >500 000 Individuals From the General Population.,Journal of the American Heart Association,1,,"Journal Article;Observational Study;Research Support, Non-U.S. Gov't"
29955826,2018,Associations of Combined Genetic and Lifestyle Risks With Incident Cardiovascular Disease and Diabetes in the UK Biobank Study.,JAMA cardiology,1;2;14,,"Journal Article;Research Support, Non-U.S. Gov't"
29955180,2018,Using an atlas of gene regulation across 44 human tissues to inform complex disease- and trait-associated variation.,Nature genetics,1;2,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29954742,2018,Frequency of Cardiac Rhythm Abnormalities in a Half Million Adults.,Circulation. Arrhythmia and electrophysiology,1,,"Journal Article;Observational Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29954452,2018,Red blood cell indices and anaemia as causative factors for cognitive function deficits and for Alzheimer's disease.,Genome medicine,11,,"Journal Article;Research Support, Non-U.S. Gov't"
29950300,2018,The Impact of Glycated Hemoglobin (HbA1c) on Cardiovascular Disease Risk: A Mendelian Randomization Study Using UK Biobank.,Diabetes care,1;2;10;14,,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't"
29947775,2018,Vitamin D and Inflammatory Bowel Disease: Mendelian Randomization Analyses in the Copenhagen Studies and UK Biobank.,The Journal of clinical endocrinology and metabolism,2;9;10,,"Journal Article;Observational Study;Research Support, Non-U.S. Gov't"
29946685,2018,Association of Retinal Nerve Fiber Layer Thinning With Current and Future Cognitive Decline: A Study Using Optical Coherence Tomography.,JAMA neurology,11;18,,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't"
29936916,2018,"Vitamin D supplement use and associated demographic, dietary and lifestyle factors in 8024 South Asians aged 40-69 years: analysis of the UK Biobank cohort.",Public health nutrition,,,"Journal Article;Research Support, Non-U.S. Gov't"
29936532,2018,Association Between Population Density and Genetic Risk for Schizophrenia.,JAMA psychiatry,2;4,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29908859,2018,Frailty and pre-frailty in middle-aged and older adults and its association with multimorbidity and mortality: a prospective analysis of 493 737 UK Biobank participants.,The Lancet. Public health,1;6;9;11;13;14,,"Journal Article;Research Support, Non-U.S. Gov't"
29899525,2018,"Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE.",International journal of obesity (2005),1;2;7;11,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29893838,2018,Systematic Mendelian randomization framework elucidates hundreds of CpG sites which may mediate the influence of genetic variants on disease.,Human molecular genetics,2;10,,"Journal Article;Research Support, Non-U.S. Gov't"
29891935,2018,A multiethnic genome-wide association study of primary open-angle glaucoma identifies novel risk loci.,Nature communications,2;18,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29875125,2018,"Birthweight, Type 2 Diabetes Mellitus, and Cardiovascular Disease: Addressing the Barker Hypothesis With Mendelian Randomization.",Circulation. Genomic and precision medicine,1;2;10,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29875094,2018,Education and myopia: assessing the direction of causality by mendelian randomisation.,BMJ (Clinical research ed.),2;10;18,,"Journal Article;Research Support, Non-U.S. Gov't"
29874178,2018,Polygenic Contribution in Individuals With Early-Onset Coronary Artery Disease.,Circulation. Genomic and precision medicine,1;2;10,,"Journal Article;Research Support, Non-U.S. Gov't"
29868910,2018,Anthropometric and physiologic characteristics in white and British Indian vegetarians and nonvegetarians in the UK Biobank.,The American journal of clinical nutrition,,,"Journal Article;Research Support, Non-U.S. Gov't"
29856801,2018,"Genetic risk for neurodegenerative disorders, and its overlap with cognitive ability and physical function.",PloS one,2;11;14,,"Journal Article;Research Support, Non-U.S. Gov't"
29849051,2018,Birth weight variants are associated with variable fetal intrauterine growth from 20 weeks of gestation.,Scientific reports,1;2;15,,"Journal Article;Research Support, Non-U.S. Gov't"
29844566,2018,"Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.",Nature communications,1;2,,"Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't"
29844141,2018,Interdisciplinary Models for Research and Clinical Endeavors in Genomic Medicine: A Scientific Statement From the American Heart Association.,Circulation. Genomic and precision medicine,1;2;14,,Journal Article;Review
29808390,2018,"Accelerometer-derived physical activity in those with cardio-metabolic disease compared to healthy adults: a UK Biobank study of 52,556 participants.",Acta diabetologica,1;7,,Comparative Study;Journal Article
29804699,2018,Genetic predictors of testosterone and their associations with cardiovascular disease and risk factors: A Mendelian randomization investigation.,International journal of cardiology,1;2;10;14,,Journal Article
29801777,2018,Patterns of Multimorbidity in Middle-Aged and Older Adults: An Analysis of the UK Biobank Data.,Mayo Clinic proceedings,1;4;11;13;14,,"Journal Article;Research Support, Non-U.S. Gov't"
